date,0000000000000001A110000000000FYW,0000000000000001A110000000000FYZ,0000000000000001A110000000000FZ2,0000000000000001A110000000000FZ5,0000000000000001A110000000000FZ8,0000000000001001A11000000000A5L0
2018-01-01,109.92623828442716,126.07936841213629,166.63249735757867,104.55184329314086,108.94158636058845,263.07211654373685
2018-01-02,81.69063544988762,116.05709760653977,155.62607815930042,88.6125293659652,122.45013960789244,264.4357061882254
2018-01-03,87.3934607283624,97.73942685121311,149.63486156402172,79.90934676145014,117.2855319826816,240.04953066456366
2018-01-04,101.63739084803174,107.35887754577156,157.13909313407174,99.0155363005507,129.49372348415753,284.8796697711743
2018-01-05,107.19165885836584,130.81508263249066,163.39065856248985,114.16424220933648,118.23389197197167,270.93217844125945
2018-01-06,104.69500074062873,122.36342855276858,176.02452970480059,100.68190557544084,121.13074343522074,274.6515473472377
2018-01-07,107.4541498292826,116.60810628856667,146.70295385241195,100.73877465970014,93.35313027148433,249.14251338382093
2018-01-08,79.2178647570019,107.36336810852877,151.20603063580157,87.02669888549832,104.42166750215266,239.86536769533674
2018-01-09,73.81710023843199,102.49193910262235,138.87668976829147,73.62156906914957,102.26825493203087,220.4192232712797
2018-01-10,84.34454026305511,86.3385532791448,139.80009615258317,76.65308766625287,108.9265464391617,229.70305604022357
2018-01-11,78.45597575954567,114.04515917415839,140.91847002973583,84.02560143566555,97.11902520400915,218.45629475006558
2018-01-12,68.26931348663904,124.32845961444467,167.44125868808595,64.44121880632396,121.13197700385606,242.14441807594852
2018-01-13,69.36618121501179,83.68246856680865,128.81435023156513,67.86992137116141,90.12427882541066,182.45251944796652
2018-01-14,101.75354997017149,123.09837057494586,121.1285972026445,64.29663290412816,95.84587050705416,170.16658356566506
2018-01-15,73.03150347946995,65.0559468840676,125.02055174116984,64.18007547469843,90.72317187638072,181.78605734286415
2018-01-16,68.86746542621347,104.89289332349176,123.1599567877463,70.13646774813647,81.98244270923178,165.59504876803794
2018-01-17,81.93717699902012,96.80812421636739,140.08949336933372,70.12354608157263,103.26217628297826,175.72791306307954
2018-01-18,68.695200396567,82.43209631462688,104.88175433202727,70.26396311815785,77.9642488700765,146.33272658616022
2018-01-19,65.52825280203658,77.07335809099062,123.37946329263981,64.66031942880036,83.6662379575009,152.22185287685016
2018-01-20,59.52882466558632,74.10492979131776,112.53742185989437,58.1319070434836,85.43621702518163,160.01428045542454
2018-01-21,72.22612182601385,115.49843988808995,121.64979909519793,62.37822066754654,82.81690486659356,168.49378412548097
2018-01-22,63.036379452397966,40.175872193906905,120.86858452035486,69.56872026930137,74.11723975457603,140.0723781771119
2018-01-23,79.46194958835852,125.76904484152425,137.26325452355275,84.16078034961632,87.53283845754932,182.29361733208023
2018-01-24,69.50757498687013,89.9810649438207,108.42865002327359,71.68743354296748,72.29842318922873,135.91499710584054
2018-01-25,64.27566430924082,77.02279768068692,126.41087165577866,63.04748590749787,77.83260731062231,147.84010304473534
2018-01-26,57.41883389156995,69.29354127264696,111.63250377233949,67.93315634020685,86.84760380895759,142.8232379958972
2018-01-27,62.154326835670815,73.48307000801002,123.33257024909824,79.45251683642718,89.78630306301218,171.18501671093657
2018-01-28,68.64983158677892,102.5280299218194,124.91130271499773,80.71225996300564,77.41892497744658,151.76306390725898
2018-01-29,64.0306771406353,67.56719518225214,155.58542002298262,99.79008790094039,104.37926718353701,174.60252081759924
2018-01-30,80.23508122909256,122.08808970664832,120.43915180978601,88.56108686412013,82.89092155855883,169.1672311350591
2018-01-31,65.98927495563501,92.8037994295921,131.75348518644478,72.44266415975626,92.5261035808953,168.8130453690806
2018-02-01,52.13030378092617,75.85729153821325,92.34649511851639,49.836111522625444,87.63135132116844,148.83671259212613
2018-02-02,58.19037070127177,71.89113667272582,97.61512840698532,56.174342757164744,83.40096506317097,152.94320645343618
2018-02-03,70.26593606608272,95.19533170564833,151.07107135480518,86.30457363662788,120.81814056376426,211.87542528433923
2018-02-05,57.424804578651774,84.49166612110523,106.46956967091384,53.893198034367295,77.94371327228691,155.0664445219918
2018-02-06,71.63849001104688,32.69498963055406,108.19885970376406,63.76150303535223,86.06920232857524,172.00044722760276
2018-02-07,63.219297940827964,93.10654658345359,130.9629242395396,56.95130286534946,87.77694619583022,165.97872781659825
2018-02-08,64.54551935291671,81.04079201636904,107.75699186661485,55.3515705053666,95.65396859533372,173.89586584892757
2018-02-09,66.84335752145552,77.87016317646862,106.55719255484766,56.5097984284098,96.05326176675054,175.8577729562391
2018-02-10,82.0908117060621,85.88132707453863,133.69050685813912,79.02003724901859,90.5335770135768,160.3553002203243
2018-02-12,38.39798520227757,52.29125015598213,76.53528869736166,35.3453958497922,62.35578062101088,115.07926530121856
2018-02-13,80.83153058270776,92.97714204874903,119.28754481903057,74.99291702582592,68.90180596709087,146.98267958186634
2018-02-22,28.163334973425314,29.426167576275503,122.02744984281901,79.00943837955305,46.713172754994076,91.02195005937617
2018-02-23,88.07803551203871,105.58160837681534,44.575974279159055,79.85246169993374,33.995833521033234,80.45886670114749
2018-02-24,82.24415802410392,88.28342931503833,110.24030885795663,68.798510927417,66.74969966706668,148.91163765673178
2018-02-26,48.20293057520763,49.806786707980955,63.7914009266461,38.44654332452201,48.063708416460976,122.86992605146918
2018-02-27,31.10034803375289,38.37424541812766,63.65433647452512,29.074555778654027,50.31927798965523,110.32061171927882
2018-02-28,35.956785437244825,41.94512588195481,59.54615632837598,29.218338980020157,53.27159494223108,114.82816000732649
2018-03-01,53.08006949230625,54.231193882294,67.23199668265379,48.3605959769337,56.52316424100922,124.58031339838784
2018-03-02,53.2342828279576,55.227944624967975,79.85965835327698,46.707601195383354,47.987254674316155,115.79836846555249
